,Location_code,All_location,Type_of_meat,Usage,Year,Unit,Magnitude,Value,Country,Continent,Economic_Area,Water_liters_for_meat_prod_per_kilos,Water_Liter,Production_value,Consumption_value,Human_consumption_per_capita_value
204646,CHL,Chile,Beef and veal,Production,2005,Tonnes,Hundreds,2155.84,Chile,Not a continent,Not an Economic Area,15.415,,2155.84,,
204647,CHL,Chile,Beef and veal,Production,2006,Tonnes,Hundreds,2375.5299999999997,Chile,Not a continent,Not an Economic Area,15.415,,2375.5299999999997,,
204648,CHL,Chile,Beef and veal,Production,2007,Tonnes,Hundreds,2416.75,Chile,Not a continent,Not an Economic Area,15.415,,2416.75,,
204649,CHL,Chile,Beef and veal,Production,2008,Tonnes,Hundreds,2402.55,Chile,Not a continent,Not an Economic Area,15.415,,2402.55,,
204650,CHL,Chile,Beef and veal,Production,2009,Tonnes,Hundreds,2098.51,Chile,Not a continent,Not an Economic Area,15.415,,2098.51,,
204651,CHL,Chile,Beef and veal,Production,2010,Tonnes,Hundreds,2107.4100000000003,Chile,Not a continent,Not an Economic Area,15.415,,2107.4100000000003,,
204652,CHL,Chile,Beef and veal,Production,2011,Tonnes,Hundreds,1909.87,Chile,Not a continent,Not an Economic Area,15.415,,1909.87,,
204653,CHL,Chile,Beef and veal,Production,2012,Tonnes,Hundreds,1975.04,Chile,Not a continent,Not an Economic Area,15.415,,1975.04,,
204654,CHL,Chile,Beef and veal,Production,2013,Tonnes,Hundreds,2062.45,Chile,Not a continent,Not an Economic Area,15.415,,2062.45,,
204655,CHL,Chile,Beef and veal,Production,2014,Tonnes,Hundreds,2604.3,Chile,Not a continent,Not an Economic Area,15.415,,2604.3,,
204656,CHL,Chile,Beef and veal,Production,2015,Tonnes,Hundreds,2316.3399999999997,Chile,Not a continent,Not an Economic Area,15.415,,2316.3399999999997,,
204657,CHL,Chile,Beef and veal,Production,2016,Tonnes,Hundreds,2200.77,Chile,Not a continent,Not an Economic Area,15.415,,2200.77,,
204658,CHL,Chile,Beef and veal,Production,2017,Tonnes,Hundreds,2074.78,Chile,Not a continent,Not an Economic Area,15.415,,2074.78,,
204659,CHL,Chile,Beef and veal,Production,2018,Tonnes,Hundreds,2101.57,Chile,Not a continent,Not an Economic Area,15.415,,2101.57,,
204660,CHL,Chile,Beef and veal,Production,2019,Tonnes,Hundreds,2296.64,Chile,Not a continent,Not an Economic Area,15.415,,2296.64,,
204661,CHL,Chile,Beef and veal,Production,2020,Tonnes,Hundreds,2444.4,Chile,Not a continent,Not an Economic Area,15.415,,2444.4,,
204662,CHL,Chile,Beef and veal,Production,2021,Tonnes,Hundreds,2512.88,Chile,Not a continent,Not an Economic Area,15.415,,2512.88,,
204663,CHL,Chile,Beef and veal,Production,2022,Tonnes,Hundreds,2536.49,Chile,Not a continent,Not an Economic Area,15.415,,2536.49,,
204713,CHL,Chile,Beef and veal,Consumption,1990,Tonnes,Hundreds,2453.29,Chile,Not a continent,Not an Economic Area,15.415,,,2453.29,
204714,CHL,Chile,Beef and veal,Consumption,1991,Tonnes,Hundreds,2416.18,Chile,Not a continent,Not an Economic Area,15.415,,,2416.18,
204715,CHL,Chile,Beef and veal,Consumption,1992,Tonnes,Hundreds,2363.7,Chile,Not a continent,Not an Economic Area,15.415,,,2363.7,
204716,CHL,Chile,Beef and veal,Consumption,1993,Tonnes,Hundreds,2697.1,Chile,Not a continent,Not an Economic Area,15.415,,,2697.1,
204717,CHL,Chile,Beef and veal,Consumption,1994,Tonnes,Hundreds,2930.38,Chile,Not a continent,Not an Economic Area,15.415,,,2930.38,
204718,CHL,Chile,Beef and veal,Consumption,1995,Tonnes,Hundreds,3233.5899999999997,Chile,Not a continent,Not an Economic Area,15.415,,,3233.5899999999997,
204719,CHL,Chile,Beef and veal,Consumption,1996,Tonnes,Hundreds,3405.88,Chile,Not a continent,Not an Economic Area,15.415,,,3405.88,
204720,CHL,Chile,Beef and veal,Consumption,1997,Tonnes,Hundreds,3669.35,Chile,Not a continent,Not an Economic Area,15.415,,,3669.35,
204721,CHL,Chile,Beef and veal,Consumption,1998,Tonnes,Hundreds,3492.54,Chile,Not a continent,Not an Economic Area,15.415,,,3492.54,
204722,CHL,Chile,Beef and veal,Consumption,1999,Tonnes,Hundreds,3317.23,Chile,Not a continent,Not an Economic Area,15.415,,,3317.23,
204723,CHL,Chile,Beef and veal,Consumption,2000,Tonnes,Hundreds,3415.25,Chile,Not a continent,Not an Economic Area,15.415,,,3415.25,
204724,CHL,Chile,Beef and veal,Consumption,2001,Tonnes,Hundreds,2776.79,Chile,Not a continent,Not an Economic Area,15.415,,,2776.79,
204725,CHL,Chile,Beef and veal,Consumption,2002,Tonnes,Hundreds,2567.55,Chile,Not a continent,Not an Economic Area,15.415,,,2567.55,
204726,CHL,Chile,Beef and veal,Consumption,2003,Tonnes,Hundreds,3522.76,Chile,Not a continent,Not an Economic Area,15.415,,,3522.76,
204727,CHL,Chile,Beef and veal,Consumption,2004,Tonnes,Hundreds,3751.03,Chile,Not a continent,Not an Economic Area,15.415,,,3751.03,
204728,CHL,Chile,Beef and veal,Consumption,2005,Tonnes,Hundreds,4026.0,Chile,Not a continent,Not an Economic Area,15.415,,,4026.0,
204729,CHL,Chile,Beef and veal,Consumption,2006,Tonnes,Hundreds,3530.6099999999997,Chile,Not a continent,Not an Economic Area,15.415,,,3530.6099999999997,
204730,CHL,Chile,Beef and veal,Consumption,2007,Tonnes,Hundreds,3266.91,Chile,Not a continent,Not an Economic Area,15.415,,,3266.91,
204731,CHL,Chile,Beef and veal,Consumption,2008,Tonnes,Hundreds,3236.82,Chile,Not a continent,Not an Economic Area,15.415,,,3236.82,
204732,CHL,Chile,Beef and veal,Consumption,2009,Tonnes,Hundreds,2685.1499999999996,Chile,Not a continent,Not an Economic Area,15.415,,,2685.1499999999996,
204733,CHL,Chile,Beef and veal,Consumption,2010,Tonnes,Hundreds,3411.93,Chile,Not a continent,Not an Economic Area,15.415,,,3411.93,
204734,CHL,Chile,Beef and veal,Consumption,2011,Tonnes,Hundreds,3460.5,Chile,Not a continent,Not an Economic Area,15.415,,,3460.5,
204735,CHL,Chile,Beef and veal,Consumption,2012,Tonnes,Hundreds,3633.83,Chile,Not a continent,Not an Economic Area,15.415,,,3633.83,
204736,CHL,Chile,Beef and veal,Consumption,2013,Tonnes,Hundreds,4280.1900000000005,Chile,Not a continent,Not an Economic Area,15.415,,,4280.1900000000005,
204737,CHL,Chile,Beef and veal,Consumption,2014,Tonnes,Hundreds,4429.51,Chile,Not a continent,Not an Economic Area,15.415,,,4429.51,
204738,CHL,Chile,Beef and veal,Consumption,2015,Tonnes,Hundreds,4425.29,Chile,Not a continent,Not an Economic Area,15.415,,,4425.29,
204739,CHL,Chile,Beef and veal,Consumption,2016,Tonnes,Hundreds,4821.79,Chile,Not a continent,Not an Economic Area,15.415,,,4821.79,
204740,CHL,Chile,Beef and veal,Consumption,2017,Tonnes,Hundreds,4525.84,Chile,Not a continent,Not an Economic Area,15.415,,,4525.84,
204741,CHL,Chile,Beef and veal,Consumption,2018,Tonnes,Hundreds,4853.3,Chile,Not a continent,Not an Economic Area,15.415,,,4853.3,
204742,CHL,Chile,Beef and veal,Consumption,2019,Tonnes,Hundreds,5217.61,Chile,Not a continent,Not an Economic Area,15.415,,,5217.61,
204743,CHL,Chile,Beef and veal,Consumption,2020,Tonnes,Hundreds,5242.039999999999,Chile,Not a continent,Not an Economic Area,15.415,,,5242.039999999999,
204744,CHL,Chile,Beef and veal,Consumption,2021,Tonnes,Hundreds,5315.38,Chile,Not a continent,Not an Economic Area,15.415,,,5315.38,
204745,CHL,Chile,Beef and veal,Consumption,2022,Tonnes,Hundreds,5371.42,Chile,Not a continent,Not an Economic Area,15.415,,,5371.42,
204959,CHL,Chile,Beef and veal,Human consumption per capita,1990,Kilograms per capita,Units,12.937,Chile,Not a continent,Not an Economic Area,15.415,199.42385499999997,,,12.937
204960,CHL,Chile,Beef and veal,Human consumption per capita,1991,Kilograms per capita,Units,12.533,Chile,Not a continent,Not an Economic Area,15.415,193.196195,,,12.533
204961,CHL,Chile,Beef and veal,Human consumption per capita,1992,Kilograms per capita,Units,12.06,Chile,Not a continent,Not an Economic Area,15.415,185.9049,,,12.06
204962,CHL,Chile,Beef and veal,Human consumption per capita,1993,Kilograms per capita,Units,13.539,Chile,Not a continent,Not an Economic Area,15.415,208.70368499999998,,,13.539
204963,CHL,Chile,Beef and veal,Human consumption per capita,1994,Kilograms per capita,Units,14.48,Chile,Not a continent,Not an Economic Area,15.415,223.20919999999998,,,14.48
204964,CHL,Chile,Beef and veal,Human consumption per capita,1995,Kilograms per capita,Units,15.74,Chile,Not a continent,Not an Economic Area,15.415,242.63209999999998,,,15.74
204965,CHL,Chile,Beef and veal,Human consumption per capita,1996,Kilograms per capita,Units,16.344,Chile,Not a continent,Not an Economic Area,15.415,251.94276,,,16.344
204966,CHL,Chile,Beef and veal,Human consumption per capita,1997,Kilograms per capita,Units,17.371,Chile,Not a continent,Not an Economic Area,15.415,267.773965,,,17.371
204967,CHL,Chile,Beef and veal,Human consumption per capita,1998,Kilograms per capita,Units,16.323,Chile,Not a continent,Not an Economic Area,15.415,251.619045,,,16.323
204968,CHL,Chile,Beef and veal,Human consumption per capita,1999,Kilograms per capita,Units,15.314,Chile,Not a continent,Not an Economic Area,15.415,236.06530999999998,,,15.314
204969,CHL,Chile,Beef and veal,Human consumption per capita,2000,Kilograms per capita,Units,15.582,Chile,Not a continent,Not an Economic Area,15.415,240.19653,,,15.582
204970,CHL,Chile,Beef and veal,Human consumption per capita,2001,Kilograms per capita,Units,12.527,Chile,Not a continent,Not an Economic Area,15.415,193.103705,,,12.527
204971,CHL,Chile,Beef and veal,Human consumption per capita,2002,Kilograms per capita,Units,11.459,Chile,Not a continent,Not an Economic Area,15.415,176.64048499999998,,,11.459
204972,CHL,Chile,Beef and veal,Human consumption per capita,2003,Kilograms per capita,Units,15.558,Chile,Not a continent,Not an Economic Area,15.415,239.82656999999998,,,15.558
204973,CHL,Chile,Beef and veal,Human consumption per capita,2004,Kilograms per capita,Units,16.395,Chile,Not a continent,Not an Economic Area,15.415,252.72892499999998,,,16.395
204974,CHL,Chile,Beef and veal,Human consumption per capita,2005,Kilograms per capita,Units,17.415,Chile,Not a continent,Not an Economic Area,15.415,268.452225,,,17.415
204975,CHL,Chile,Beef and veal,Human consumption per capita,2006,Kilograms per capita,Units,15.112,Chile,Not a continent,Not an Economic Area,15.415,232.95147999999998,,,15.112
204976,CHL,Chile,Beef and veal,Human consumption per capita,2007,Kilograms per capita,Units,13.834,Chile,Not a continent,Not an Economic Area,15.415,213.25110999999998,,,13.834
204977,CHL,Chile,Beef and veal,Human consumption per capita,2008,Kilograms per capita,Units,13.561,Chile,Not a continent,Not an Economic Area,15.415,209.042815,,,13.561
204978,CHL,Chile,Beef and veal,Human consumption per capita,2009,Kilograms per capita,Units,11.131,Chile,Not a continent,Not an Economic Area,15.415,171.584365,,,11.131
204979,CHL,Chile,Beef and veal,Human consumption per capita,2010,Kilograms per capita,Units,13.998,Chile,Not a continent,Not an Economic Area,15.415,215.77916999999997,,,13.998
204980,CHL,Chile,Beef and veal,Human consumption per capita,2011,Kilograms per capita,Units,14.056,Chile,Not a continent,Not an Economic Area,15.415,216.67323999999996,,,14.056
204981,CHL,Chile,Beef and veal,Human consumption per capita,2012,Kilograms per capita,Units,14.619,Chile,Not a continent,Not an Economic Area,15.415,225.35188499999998,,,14.619
204982,CHL,Chile,Beef and veal,Human consumption per capita,2013,Kilograms per capita,Units,17.051,Chile,Not a continent,Not an Economic Area,15.415,262.84116499999993,,,17.051
204983,CHL,Chile,Beef and veal,Human consumption per capita,2014,Kilograms per capita,Units,17.46,Chile,Not a continent,Not an Economic Area,15.415,269.1459,,,17.46
204984,CHL,Chile,Beef and veal,Human consumption per capita,2015,Kilograms per capita,Units,17.239,Chile,Not a continent,Not an Economic Area,15.415,265.739185,,,17.239
204985,CHL,Chile,Beef and veal,Human consumption per capita,2016,Kilograms per capita,Units,18.536,Chile,Not a continent,Not an Economic Area,15.415,285.73244,,,18.536
204986,CHL,Chile,Beef and veal,Human consumption per capita,2017,Kilograms per capita,Units,17.152,Chile,Not a continent,Not an Economic Area,15.415,264.39808,,,17.152
204987,CHL,Chile,Beef and veal,Human consumption per capita,2018,Kilograms per capita,Units,18.139,Chile,Not a continent,Not an Economic Area,15.415,279.612685,,,18.139
204988,CHL,Chile,Beef and veal,Human consumption per capita,2019,Kilograms per capita,Units,19.271,Chile,Not a continent,Not an Economic Area,15.415,297.062465,,,19.271
204989,CHL,Chile,Beef and veal,Human consumption per capita,2020,Kilograms per capita,Units,19.195,Chile,Not a continent,Not an Economic Area,15.415,295.890925,,,19.195
204990,CHL,Chile,Beef and veal,Human consumption per capita,2021,Kilograms per capita,Units,19.367,Chile,Not a continent,Not an Economic Area,15.415,298.542305,,,19.367
204991,CHL,Chile,Beef and veal,Human consumption per capita,2022,Kilograms per capita,Units,19.532,Chile,Not a continent,Not an Economic Area,15.415,301.08578,,,19.532
205164,COL,Colombia,Beef and veal,Production,1990,Tonnes,Hundreds,7462.25,Colombia,Not a continent,Not an Economic Area,15.415,,7462.25,,
205165,COL,Colombia,Beef and veal,Production,1991,Tonnes,Hundreds,7217.99,Colombia,Not a continent,Not an Economic Area,15.415,,7217.99,,
205166,COL,Colombia,Beef and veal,Production,1992,Tonnes,Hundreds,6048.959999999999,Colombia,Not a continent,Not an Economic Area,15.415,,6048.959999999999,,
205167,COL,Colombia,Beef and veal,Production,1993,Tonnes,Hundreds,6017.219999999999,Colombia,Not a continent,Not an Economic Area,15.415,,6017.219999999999,,
205168,COL,Colombia,Beef and veal,Production,1994,Tonnes,Hundreds,6321.59,Colombia,Not a continent,Not an Economic Area,15.415,,6321.59,,
205169,COL,Colombia,Beef and veal,Production,1995,Tonnes,Hundreds,7054.19,Colombia,Not a continent,Not an Economic Area,15.415,,7054.19,,
205170,COL,Colombia,Beef and veal,Production,1996,Tonnes,Hundreds,7243.7300000000005,Colombia,Not a continent,Not an Economic Area,15.415,,7243.7300000000005,,
205171,COL,Colombia,Beef and veal,Production,1997,Tonnes,Hundreds,7653.95,Colombia,Not a continent,Not an Economic Area,15.415,,7653.95,,
205172,COL,Colombia,Beef and veal,Production,1998,Tonnes,Hundreds,7932.619999999999,Colombia,Not a continent,Not an Economic Area,15.415,,7932.619999999999,,
205173,COL,Colombia,Beef and veal,Production,1999,Tonnes,Hundreds,7171.2,Colombia,Not a continent,Not an Economic Area,15.415,,7171.2,,
205174,COL,Colombia,Beef and veal,Production,2000,Tonnes,Hundreds,7449.650000000001,Colombia,Not a continent,Not an Economic Area,15.415,,7449.650000000001,,
205175,COL,Colombia,Beef and veal,Production,2001,Tonnes,Hundreds,7014.32,Colombia,Not a continent,Not an Economic Area,15.415,,7014.32,,
205176,COL,Colombia,Beef and veal,Production,2002,Tonnes,Hundreds,6747.94,Colombia,Not a continent,Not an Economic Area,15.415,,6747.94,,
205177,COL,Colombia,Beef and veal,Production,2003,Tonnes,Hundreds,6419.34,Colombia,Not a continent,Not an Economic Area,15.415,,6419.34,,
205178,COL,Colombia,Beef and veal,Production,2004,Tonnes,Hundreds,7665.66,Colombia,Not a continent,Not an Economic Area,15.415,,7665.66,,
205179,COL,Colombia,Beef and veal,Production,2005,Tonnes,Hundreds,8127.93,Colombia,Not a continent,Not an Economic Area,15.415,,8127.93,,
205180,COL,Colombia,Beef and veal,Production,2006,Tonnes,Hundreds,8794.71,Colombia,Not a continent,Not an Economic Area,15.415,,8794.71,,
205181,COL,Colombia,Beef and veal,Production,2007,Tonnes,Hundreds,8854.42,Colombia,Not a continent,Not an Economic Area,15.415,,8854.42,,
205182,COL,Colombia,Beef and veal,Production,2008,Tonnes,Hundreds,9193.47,Colombia,Not a continent,Not an Economic Area,15.415,,9193.47,,
205183,COL,Colombia,Beef and veal,Production,2009,Tonnes,Hundreds,8110.72,Colombia,Not a continent,Not an Economic Area,15.415,,8110.72,,
205184,COL,Colombia,Beef and veal,Production,2010,Tonnes,Hundreds,7715.85,Colombia,Not a continent,Not an Economic Area,15.415,,7715.85,,
205185,COL,Colombia,Beef and veal,Production,2011,Tonnes,Hundreds,8354.73,Colombia,Not a continent,Not an Economic Area,15.415,,8354.73,,
205186,COL,Colombia,Beef and veal,Production,2012,Tonnes,Hundreds,9182.39,Colombia,Not a continent,Not an Economic Area,15.415,,9182.39,,
205187,COL,Colombia,Beef and veal,Production,2013,Tonnes,Hundreds,9084.18,Colombia,Not a continent,Not an Economic Area,15.415,,9084.18,,
205188,COL,Colombia,Beef and veal,Production,2014,Tonnes,Hundreds,8556.029999999999,Colombia,Not a continent,Not an Economic Area,15.415,,8556.029999999999,,
205189,COL,Colombia,Beef and veal,Production,2015,Tonnes,Hundreds,8773.4,Colombia,Not a continent,Not an Economic Area,15.415,,8773.4,,
205190,COL,Colombia,Beef and veal,Production,2016,Tonnes,Hundreds,8233.039999999999,Colombia,Not a continent,Not an Economic Area,15.415,,8233.039999999999,,
205191,COL,Colombia,Beef and veal,Production,2017,Tonnes,Hundreds,8001.75,Colombia,Not a continent,Not an Economic Area,15.415,,8001.75,,
205192,COL,Colombia,Beef and veal,Production,2018,Tonnes,Hundreds,8135.11,Colombia,Not a continent,Not an Economic Area,15.415,,8135.11,,
205193,COL,Colombia,Beef and veal,Production,2019,Tonnes,Hundreds,8123.0,Colombia,Not a continent,Not an Economic Area,15.415,,8123.0,,
